time,time,open,high,low,close,tick_volume,spread,real_volume,Price1,PriceDiff,Return,Direction,Average3,MA40,MA200,Share,Close1,Profit,wealth
2020-10-05 17:13:00,1601917980,1.17888,1.17899,1.17886,1.17888,65,7,0,1.17879,-8.999999999992347e-05,-7.634364820840415e-05,-1,1.1787233333333333,,,0,1.17869,0.0,0.0
2020-10-05 17:14:00,1601918040,1.17887,1.17887,1.17858,1.17877,165,7,0,1.17861,-0.00016000000000016001,-0.00013573470651625,-1,1.1785933333333334,,,0,1.17852,0.0,0.0
2020-10-05 17:15:00,1601918100,1.17878,1.17879,1.17847,1.17852,107,7,0,1.17896,0.00043999999999999595,0.00037334962495332784,1,1.1784999999999999,,,0,1.17863,0.0,0.0
2020-10-05 17:16:00,1601918160,1.17853,1.17859,1.17842,1.17849,112,7,0,1.17899,0.0004999999999999449,0.00042427173756242725,1,1.1784566666666667,,,0,1.17864,0.0,0.0
2020-10-05 17:17:00,1601918220,1.17849,1.17855,1.17842,1.17849,81,7,0,1.1788,0.00031000000000003247,0.00026304847728876146,1,1.17836,,,0,1.17893,0.0,0.0
2020-10-05 17:18:00,1601918280,1.17848,1.17855,1.17828,1.17839,74,7,0,1.17869,0.00029999999999996696,0.00025458464515140737,1,1.1783333333333332,,,0,1.17873,0.0,0.0
2020-10-05 17:19:00,1601918340,1.17839,1.17842,1.1782,1.1782,68,7,0,1.17852,0.000320000000000098,0.0002716007469021372,1,1.17832,,,0,1.17848,0.0,0.0
2020-10-05 17:20:00,1601918400,1.1782,1.17847,1.1782,1.17841,133,7,0,1.17863,0.000220000000000109,0.00018669223784600352,1,1.1785133333333333,,,0,1.17849,0.0,0.0
2020-10-05 17:21:00,1601918460,1.17842,1.17844,1.17829,1.17835,69,7,0,1.17864,0.00028999999999990145,0.0002461068443161212,1,1.17864,,,0,1.17841,0.0,0.0
2020-10-05 17:22:00,1601918520,1.17836,1.1788,1.17836,1.17878,120,7,0,1.17893,0.0001500000000000945,0.00012725020784208632,1,1.1787266666666667,,,0,1.1783,0.0,0.0
2020-10-05 17:23:00,1601918580,1.17878,1.1789,1.17872,1.17879,137,7,0,1.17873,-5.999999999994898e-05,-5.0899651337345057e-05,-1,1.1787866666666666,,,0,1.17823,0.0,0.0
2020-10-05 17:24:00,1601918640,1.17879,1.17885,1.1786,1.17861,72,7,0,1.17848,-0.00012999999999996348,-0.00011029942050378283,-1,1.1788533333333333,,,0,1.1783299999999999,0.0,0.0
2020-10-05 17:25:00,1601918700,1.17862,1.17897,1.17861,1.17896,112,7,0,1.17849,-0.00046999999999997044,-0.00039865644296665744,-1,1.1789166666666666,,,0,1.17828,0.0,0.0
2020-10-05 17:26:00,1601918760,1.17896,1.17926,1.17896,1.17899,167,7,0,1.17841,-0.0005800000000000249,-0.0004919464965776003,-1,1.1788266666666667,,,0,1.17853,0.0,0.0
2020-10-05 17:27:00,1601918820,1.179,1.17911,1.1788,1.1788,93,7,0,1.1783,-0.000500000000000167,-0.0004241601628776442,-1,1.17867,,,0,1.17848,0.0,0.0
2020-10-05 17:28:00,1601918880,1.17881,1.17882,1.17862,1.17869,66,7,0,1.17823,-0.00045999999999990493,-0.000390263767402714,-1,1.1786133333333335,,,0,1.17855,0.0,0.0
2020-10-05 17:29:00,1601918940,1.17869,1.17876,1.17852,1.17852,105,7,0,1.1783299999999999,-0.0001900000000001345,-0.00016121915622996174,-1,1.1785966666666665,,,0,1.1785,0.0,0.0
2020-10-05 17:30:00,1601919000,1.17853,1.17866,1.17853,1.17863,122,7,0,1.17828,-0.0003500000000000725,-0.00029695493920914323,-1,1.1787333333333334,,,0,1.17819,0.0,0.0
2020-10-05 17:31:00,1601919060,1.17863,1.1789100000000001,1.17859,1.17864,130,7,0,1.17853,-0.00010999999999983245,-9.332790334608741e-05,-1,1.1787666666666665,,,0,1.17856,0.0,0.0
2020-10-05 17:32:00,1601919120,1.17864,1.1789399999999999,1.17858,1.17893,142,7,0,1.17848,-0.00045000000000006146,-0.00038170205186063757,-1,1.1787133333333333,,,0,1.17878,0.0,0.0
2020-10-05 17:33:00,1601919180,1.1789399999999999,1.1789399999999999,1.17869,1.17873,102,7,0,1.17855,-0.000180000000000069,-0.00015270672673137103,-1,1.1785666666666668,,,0,1.1783299999999999,0.0,0.0
2020-10-05 17:34:00,1601919240,1.17874,1.17884,1.17848,1.17848,121,7,0,1.1785,2.0000000000131024e-05,1.6971013509037934e-05,1,1.17846,,,0,1.17844,0.0,0.0
2020-10-05 17:35:00,1601919300,1.17847,1.17853,1.17837,1.17849,89,7,0,1.17819,-0.00029999999999996696,-0.0002545630425374564,-1,1.1784,,,0,1.17844,0.0,0.0
2020-10-05 17:36:00,1601919360,1.17849,1.17849,1.17824,1.17841,117,7,0,1.17856,0.0001500000000000945,0.0001272901621677468,1,1.1783133333333333,,,0,1.17828,0.0,0.0
2020-10-05 17:37:00,1601919420,1.17842,1.17844,1.17829,1.1783,96,7,0,1.17878,0.00048000000000003595,0.0004073665450225206,1,1.1782866666666667,,,0,1.17848,0.0,0.0
2020-10-05 17:38:00,1601919480,1.17831,1.17831,1.17788,1.17823,186,7,0,1.1783299999999999,9.999999999976694e-05,8.487307232014712e-05,1,1.17828,,,0,1.17875,0.0,0.0
2020-10-05 17:39:00,1601919540,1.17825,1.17843,1.17825,1.1783299999999999,123,7,0,1.17844,0.0001100000000000545,9.335245644263874e-05,1,1.17838,,,0,1.17903,0.0,0.0
2020-10-05 17:40:00,1601919600,1.1783299999999999,1.17838,1.17818,1.17828,100,7,0,1.17844,0.00015999999999993797,0.00013579115320631595,1,1.17843,,,0,1.17893,0.0,0.0
2020-10-05 17:41:00,1601919660,1.17827,1.17862,1.17827,1.17853,156,7,0,1.17828,-0.0002500000000000835,-0.00021212866876539713,-1,1.17852,1.17871075,,0,1.17906,0.0,0.0
2020-10-05 17:42:00,1601919720,1.17854,1.17854,1.17835,1.17848,95,7,0,1.17848,0.0,0.0,-1,1.17851,1.17871425,,0,1.17932,0.0,0.0
2020-10-05 17:43:00,1601919780,1.17848,1.17868,1.17845,1.17855,105,7,0,1.17875,0.00019999999999997797,0.00016970005515249924,1,1.1784133333333333,1.1787190000000003,,0,1.17927,0.0,0.0
2020-10-05 17:44:00,1601919840,1.17854,1.17858,1.17844,1.1785,82,7,0,1.17903,0.0005299999999999194,0.00044972422571058074,1,1.178416666666667,1.1787130000000003,,0,1.17895,0.0,0.0
2020-10-05 17:45:00,1601919900,1.1785,1.17855,1.17816,1.17819,162,7,0,1.17893,0.0007399999999999629,0.000628082058072096,1,1.17851,1.1786825000000003,,0,1.1786699999999999,0.0,0.0
2020-10-05 17:46:00,1601919960,1.1782,1.17856,1.17817,1.17856,132,7,0,1.17906,0.0004999999999999449,0.000424246538148202,1,1.1785566666666665,1.1786620000000003,,0,1.17878,0.0,0.0
2020-10-05 17:47:00,1601920020,1.17858,1.17881,1.17858,1.17878,129,7,0,1.17932,0.0005399999999999849,0.0004581007482312094,1,1.1785166666666667,1.1786400000000004,,0,1.17864,0.0,0.0
2020-10-05 17:48:00,1601920080,1.17877,1.1789100000000001,1.17829,1.1783299999999999,196,7,0,1.17927,0.0009400000000001629,0.0007977391732368377,1,1.1784033333333335,1.1786145000000006,,0,1.17914,0.0,0.0
2020-10-05 17:49:00,1601920140,1.17834,1.17855,1.17834,1.17844,90,7,0,1.17895,0.0005100000000000104,0.0004327755337565005,1,1.1783866666666667,1.1785897500000004,,0,1.17895,0.0,0.0
2020-10-05 17:50:00,1601920200,1.17843,1.1785700000000001,1.17824,1.17844,178,7,0,1.1786699999999999,0.00022999999999995246,0.00019517327992935786,1,1.1784000000000001,1.1785672500000004,,0,1.17898,0.0,0.0
2020-10-05 17:51:00,1601920260,1.17844,1.17845,1.17818,1.17828,147,7,0,1.17878,0.0004999999999999449,0.00042434735376985515,1,1.1785033333333332,1.1785510000000003,,0,1.179,0.0,0.0
2020-10-05 17:52:00,1601920320,1.17829,1.17848,1.17823,1.17848,120,7,0,1.17864,0.00015999999999993797,0.00013576810807136138,1,1.1787533333333333,1.1785412500000003,,0,1.17902,0.0,0.0
2020-10-05 17:53:00,1601920380,1.17847,1.17877,1.17842,1.17875,171,7,0,1.17914,0.0003900000000001125,0.00033085896076361613,1,1.1789033333333334,1.1785380000000003,,0,1.17898,0.0,0.0
2020-10-05 17:54:00,1601920440,1.17873,1.17903,1.17873,1.17903,136,7,0,1.17895,-8.000000000008001e-05,-6.785238713186263e-05,-1,1.1790066666666668,1.1785445000000003,,0,1.17877,0.0,0.0
2020-10-05 17:55:00,1601920500,1.17902,1.17916,1.17886,1.17893,159,7,0,1.17898,4.999999999988347e-05,4.241133909552176e-05,1,1.1791033333333332,1.1785547500000004,,0,1.17865,0.0,0.0
2020-10-05 17:56:00,1601920560,1.1789399999999999,1.17907,1.1789399999999999,1.17906,106,7,0,1.179,-5.999999999994898e-05,-5.088799552181313e-05,-1,1.1792166666666668,1.1785690000000002,,0,1.17872,0.0,0.0
2020-10-05 17:57:00,1601920620,1.17907,1.17934,1.17906,1.17932,147,7,0,1.17902,-0.00029999999999996696,-0.00025438388223719346,-1,1.17918,1.17858975,,0,1.17873,0.0,0.0
2020-10-05 17:58:00,1601920680,1.17933,1.17933,1.17927,1.17927,84,7,0,1.17898,-0.0002900000000001235,-0.0002459148456249404,-1,1.1789633333333334,1.1786117500000002,,0,1.17888,0.0,0.0
2020-10-05 17:59:00,1601920740,1.17927,1.17934,1.17887,1.17895,194,7,0,1.17877,-0.00017999999999984695,-0.00015267823062881968,-1,1.1787999999999998,1.1786305000000001,,0,1.17881,0.0,0.0
2020-10-05 18:00:00,1601920800,1.17895,1.17908,1.1786699999999999,1.1786699999999999,156,7,0,1.17865,-1.999999999990898e-05,-1.6968277804566996e-05,-1,1.1786966666666665,1.1786370000000002,,0,1.17899,0.0,0.0
2020-10-05 18:01:00,1601920860,1.1786699999999999,1.17881,1.17862,1.17878,172,7,0,1.17872,-5.999999999994898e-05,-5.090008313675918e-05,-1,1.1788533333333333,1.17864775,,0,1.1788,0.0,0.0
2020-10-05 18:02:00,1601920920,1.17879,1.17882,1.17858,1.17864,149,7,0,1.17873,9.000000000014552e-05,7.635919364703855e-05,1,1.17891,1.17864425,,0,1.17871,0.0,0.0
2020-10-05 18:03:00,1601920980,1.17863,1.1791800000000001,1.17862,1.17914,162,7,0,1.17888,-0.000260000000000149,-0.00022049968621211136,-1,1.1790233333333333,1.1786530000000002,,0,1.17869,0.0,0.0
2020-10-05 18:04:00,1601921040,1.17915,1.17921,1.17886,1.17895,148,7,0,1.17881,-0.000140000000000029,-0.00011874973493365198,-1,1.1789766666666666,1.1786615,,0,1.17878,0.0,0.0
2020-10-05 18:05:00,1601921100,1.17896,1.17912,1.17892,1.17898,108,7,0,1.17899,1.0000000000065512e-05,8.481908090099504e-06,1,1.179,1.1786620000000003,,0,1.17872,0.0,0.0
2020-10-05 18:06:00,1601921160,1.17897,1.17911,1.17893,1.179,84,7,0,1.1788,-0.00019999999999997797,-0.00016963528413908226,-1,1.179,1.1786622500000004,,0,1.17852,0.0,0.0
2020-10-05 18:07:00,1601921220,1.179,1.17904,1.17899,1.17902,77,7,0,1.17871,-0.00031000000000003247,-0.00026293023019120326,-1,1.1789233333333333,1.1786677500000002,,0,1.17859,0.0,0.0
2020-10-05 18:08:00,1601921280,1.17902,1.17905,1.1789399999999999,1.17898,97,7,0,1.17869,-0.00028999999999990145,-0.0002459753346111906,-1,1.1788,1.1786750000000004,,0,1.17862,0.0,0.0
2020-10-05 18:09:00,1601921340,1.17897,1.17905,1.17877,1.17877,86,7,0,1.17878,9.999999999843467e-06,8.483419157124347e-06,1,1.1787133333333335,1.1786812500000003,,0,1.17844,0.0,0.0
2020-10-05 18:10:00,1601921400,1.17879,1.17882,1.17859,1.17865,112,7,0,1.17872,7.00000000000145e-05,5.938998006194756e-05,1,1.1787,1.1786817500000004,,0,1.17837,0.0,0.0
2020-10-05 18:11:00,1601921460,1.17866,1.17877,1.17864,1.17872,62,7,0,1.17852,-0.00019999999999997797,-0.0001696755802904659,-1,1.1787766666666666,1.1786837500000003,,0,1.17839,0.0,0.0
2020-10-05 18:12:00,1601921520,1.17871,1.17889,1.17868,1.17873,96,7,0,1.17859,-0.000140000000000029,-0.00011877189856882321,-1,1.1788066666666668,1.1786787500000002,,0,1.1783,0.0,0.0
2020-10-05 18:13:00,1601921580,1.17873,1.17895,1.17872,1.17888,66,7,0,1.17862,-0.00025999999999992696,-0.00022054831704662644,-1,1.1788933333333331,1.1786825000000003,,0,1.17839,0.0,0.0
2020-10-05 18:14:00,1601921640,1.17887,1.17895,1.1788,1.17881,88,7,0,1.17844,-0.00036999999999998145,-0.00031387585785663634,-1,1.1788666666666667,1.1786907500000001,,0,1.17838,0.0,0.0
2020-10-05 18:15:00,1601921700,1.17882,1.17904,1.17881,1.17899,112,7,0,1.17837,-0.0006200000000000649,-0.0005258738411691914,-1,1.1788333333333334,1.1787032500000003,,0,1.17828,0.0,0.0
2020-10-05 18:16:00,1601921760,1.17899,1.17905,1.17878,1.1788,66,7,0,1.17839,-0.00041000000000002146,-0.00034781133355957027,-1,1.1787333333333334,1.1787130000000003,,0,1.17843,0.0,0.0
2020-10-05 18:17:00,1601921820,1.17879,1.17881,1.17864,1.17871,55,7,0,1.1783,-0.00041000000000002146,-0.00034783789057530814,-1,1.1787266666666667,1.1787232500000004,,0,1.17855,0.0,0.0
2020-10-05 18:18:00,1601921880,1.17873,1.17881,1.1786699999999999,1.17869,104,7,0,1.17839,-0.00029999999999996696,-0.0002545198483061424,-1,1.17873,1.1787347500000005,,0,1.1785700000000001,0.0,0.0
2020-10-05 18:19:00,1601921940,1.1787,1.1789100000000001,1.17869,1.17878,122,7,0,1.17838,-0.00039999999999995595,-0.0003393338875786457,-1,1.1786733333333332,1.1787460000000005,,0,1.17843,0.0,0.0
2020-10-05 18:20:00,1601922000,1.17878,1.1788,1.17869,1.17872,98,7,0,1.17828,-0.00043999999999999595,-0.0003732862766390627,-1,1.17861,1.1787570000000005,,0,1.17853,0.0,0.0
2020-10-05 18:21:00,1601922060,1.1787,1.1787,1.17837,1.17852,117,7,0,1.17843,-8.999999999992347e-05,-7.63669687403892e-05,-1,1.1785766666666666,1.1787567500000002,,0,1.17854,0.0,0.0
2020-10-05 18:22:00,1601922120,1.17853,1.17859,1.17849,1.17859,71,7,0,1.17855,-4.0000000000040004e-05,-3.393885914528377e-05,-1,1.1785500000000002,1.1787595000000004,,0,1.17858,0.0,0.0
2020-10-05 18:23:00,1601922180,1.1786,1.17863,1.17855,1.17862,43,7,0,1.1785700000000001,-4.999999999988347e-05,-4.2422494103174454e-05,-1,1.1784766666666666,1.1787612500000004,,0,1.1786,0.0,0.0
2020-10-05 18:24:00,1601922240,1.17863,1.17863,1.17843,1.17844,58,7,0,1.17843,-9.999999999843467e-06,-8.485794779406223e-06,-1,1.1784,1.1787597500000004,,0,1.17849,0.0,0.0
2020-10-05 18:25:00,1601922300,1.17845,1.1785,1.17824,1.17837,103,7,0,1.17853,0.00016000000000016001,0.00013578078192771372,1,1.1783533333333331,1.1787642500000004,,0,1.17862,0.0,0.0
2020-10-05 18:26:00,1601922360,1.17838,1.17851,1.17834,1.17839,107,7,0,1.17854,0.00014999999999987246,0.00012729232257560947,1,1.1783599999999999,1.1787600000000005,,0,1.17873,0.0,0.0
2020-10-05 18:27:00,1601922420,1.1784,1.17854,1.17826,1.1783,86,7,0,1.17858,0.000280000000000058,0.00023763048459650175,1,1.1783566666666667,1.1787480000000004,,0,1.17877,0.0,0.0
2020-10-05 18:28:00,1601922480,1.1783,1.17841,1.17821,1.17839,117,7,0,1.1786,0.00021000000000004349,0.0001782092516060417,1,1.17835,1.1787495000000003,,0,1.17873,0.0,0.0
2020-10-05 18:29:00,1601922540,1.17841,1.17855,1.17838,1.17838,52,7,0,1.17849,0.0001100000000000545,9.334849539202506e-05,1,1.1783633333333332,1.1787480000000001,,0,1.17866,0.0,0.0
2020-10-05 18:30:00,1601922600,1.17838,1.17847,1.17824,1.17828,80,7,0,1.17862,0.00034000000000000696,0.00028855620056353917,1,1.17842,1.1787440000000002,,0,1.1786699999999999,0.0,0.0
2020-10-05 18:31:00,1601922660,1.17828,1.17843,1.17823,1.17843,96,7,0,1.17873,0.00029999999999996696,0.0002545760036658664,1,1.1785166666666667,1.17874775,,0,1.17865,0.0,0.0
2020-10-05 18:32:00,1601922720,1.17843,1.17856,1.17838,1.17855,62,7,0,1.17877,0.000220000000000109,0.0001866700606678622,1,1.1785166666666667,1.1787495000000001,,0,1.17847,0.0,0.0
2020-10-05 18:33:00,1601922780,1.17854,1.17868,1.17849,1.1785700000000001,61,7,0,1.17873,0.00015999999999993797,0.00013575774031235986,1,1.1785100000000002,1.1787450000000002,,0,1.17841,0.0,0.0
2020-10-05 18:34:00,1601922840,1.1785700000000001,1.1785700000000001,1.17842,1.17843,150,7,0,1.17866,0.00022999999999995246,0.00019517493614381207,1,1.1784999999999999,1.1787300000000003,,0,1.17847,0.0,0.0
2020-10-05 18:35:00,1601922900,1.17842,1.17856,1.17841,1.17853,97,7,0,1.1786699999999999,0.00013999999999980695,0.00011879205450841891,1,1.1785500000000002,1.1787200000000002,,0,1.17856,0.0,0.0
2020-10-05 18:36:00,1601922960,1.17854,1.17858,1.17847,1.17854,54,7,0,1.17865,0.0001100000000000545,9.333582228864061e-05,1,1.1785733333333335,1.1787070000000002,,0,1.17847,0.0,0.0
2020-10-05 18:37:00,1601923020,1.17855,1.1787,1.17854,1.17858,56,7,0,1.17847,-0.0001100000000000545,-9.333265455043739e-05,-1,1.1785566666666667,1.1786885000000002,,0,1.17848,0.0,0.0
2020-10-05 18:38:00,1601923080,1.17858,1.1786,1.17854,1.1786,37,7,0,1.17841,-0.0001900000000001345,-0.00016120821313434115,-1,1.1785700000000001,1.1786717500000001,,0,1.17845,0.0,0.0
2020-10-05 18:39:00,1601923140,1.1786,1.17864,1.17848,1.17849,81,7,0,1.17847,-2.0000000000131024e-05,-1.697086950261014e-05,-1,1.1786133333333335,1.17866025,,0,1.17828,0.0,0.0
2020-10-05 18:40:00,1601923200,1.1785,1.17865,1.17848,1.17862,125,7,0,1.17856,-5.999999999994898e-05,-5.09069929238847e-05,-1,1.1787066666666668,1.1786590000000001,,0,1.17825,0.0,0.0
2020-10-05 18:41:00,1601923260,1.17863,1.17874,1.17858,1.17873,62,7,0,1.17847,-0.000260000000000149,-0.0002205763830564667,-1,1.1787433333333333,1.1786577500000002,,0,1.1783299999999999,0.0,0.0
2020-10-05 18:42:00,1601923320,1.17873,1.17884,1.1787,1.17877,83,7,0,1.17848,-0.0002900000000001235,-0.0002460191555605618,-1,1.17872,1.1786610000000002,,0,1.17834,0.0,0.0
2020-10-05 18:43:00,1601923380,1.17878,1.17878,1.1785700000000001,1.17873,72,7,0,1.17845,-0.000280000000000058,-0.00023754379713764642,-1,1.1786866666666667,1.1786507500000003,,0,1.17822,0.0,0.0
2020-10-05 18:44:00,1601923440,1.17875,1.17877,1.17865,1.17866,72,7,0,1.17828,-0.00038000000000004697,-0.00032240001357477724,-1,1.17866,1.1786435000000002,,0,1.17842,0.0,0.0
2020-10-05 18:45:00,1601923500,1.17866,1.17869,1.17852,1.1786699999999999,59,7,0,1.17825,-0.0004199999999998649,-0.00035633383389741403,-1,1.1785966666666665,1.1786357500000002,,0,1.17851,0.0,0.0
2020-10-05 18:46:00,1601923560,1.17868,1.17875,1.17862,1.17865,43,7,0,1.1783299999999999,-0.000320000000000098,-0.0002714970517117872,-1,1.17851,1.178627,,0,1.17853,0.0,0.0
2020-10-05 18:47:00,1601923620,1.17865,1.17874,1.17846,1.17847,83,7,0,1.17834,-0.00012999999999996348,-0.00011031252386565928,-1,1.17845,1.17861325,,0,1.17848,0.0,0.0
2020-10-05 18:48:00,1601923680,1.17848,1.17848,1.17836,1.17841,59,7,0,1.17822,-0.00018999999999991246,-0.0001612342054123034,-1,1.17848,1.1785989999999997,,0,1.17839,0.0,0.0
2020-10-05 18:49:00,1601923740,1.17841,1.17848,1.17838,1.17847,38,7,0,1.17842,-4.999999999988347e-05,-4.242789379439737e-05,-1,1.1784999999999999,1.1785914999999998,,0,1.17852,0.0,0.0
2020-10-05 18:50:00,1601923800,1.17847,1.17864,1.17846,1.17856,78,7,0,1.17851,-5.0000000000105516e-05,-4.24246538149144e-05,-1,1.1785033333333332,1.1785892499999997,,0,1.17855,0.0,0.0
2020-10-05 18:51:00,1601923860,1.17856,1.17859,1.17847,1.17847,32,7,0,1.17853,6.000000000017103e-05,5.0913472553540635e-05,1,1.1784666666666668,1.1785829999999997,,0,1.17848,0.0,0.0
2020-10-05 18:52:00,1601923920,1.17847,1.17853,1.17847,1.17848,24,7,0,1.17848,0.0,0.0,-1,1.1784033333333335,1.1785767499999997,,0,1.17838,0.0,0.0
2020-10-05 18:53:00,1601923980,1.17849,1.17852,1.17844,1.17845,20,7,0,1.17839,-5.999999999994898e-05,-5.091433662857905e-05,-1,1.1783266666666667,1.1785659999999996,,0,1.17846,0.0,0.0
2020-10-05 18:54:00,1601924040,1.17845,1.17845,1.17826,1.17828,33,7,0,1.17852,0.00024000000000001798,0.00020368672980956815,1,1.1782866666666667,1.1785527499999997,,0,1.17848,0.0,0.0
2020-10-05 18:55:00,1601924100,1.17829,1.17834,1.17817,1.17825,87,7,0,1.17855,0.00029999999999996696,0.0002546148949713278,1,1.1783066666666666,1.1785342499999998,,0,1.17858,0.0,0.0
2020-10-05 18:56:00,1601924160,1.17826,1.17841,1.17826,1.1783299999999999,76,7,0,1.17848,0.0001500000000000945,0.00012729880423997906,1,1.1782966666666665,1.1785224999999997,,0,1.17858,0.0,0.0
2020-10-05 18:57:00,1601924220,1.1783299999999999,1.17842,1.17829,1.17834,53,7,0,1.17838,4.0000000000040004e-05,3.3946059711152984e-05,1,1.1783266666666667,1.1785132499999995,,0,1.17868,0.0,0.0
2020-10-05 18:58:00,1601924280,1.1783299999999999,1.1783299999999999,1.17818,1.17822,46,7,0,1.17846,0.00024000000000001798,0.00020369710240873348,1,1.1783833333333333,1.1785014999999996,,0,1.17874,0.0,0.0
2020-10-05 18:59:00,1601924340,1.17822,1.17845,1.1782,1.17842,67,7,0,1.17848,5.999999999994898e-05,5.0915632796412976e-05,1,1.178486666666667,1.1784924999999995,,0,1.17868,0.0,0.0
2020-10-05 19:00:00,1601924400,1.17842,1.1786,1.1784,1.17851,75,7,0,1.17858,7.00000000000145e-05,5.939703523942478e-05,1,1.1785066666666666,1.1784872499999997,,0,1.17871,0.0,0.0
2020-10-05 19:01:00,1601924460,1.17851,1.17855,1.17843,1.17853,65,7,0,1.17858,4.999999999988347e-05,4.242573375296638e-05,1,1.1784666666666668,1.1784874999999997,,0,1.17854,0.0,0.0
2020-10-05 19:02:00,1601924520,1.17855,1.17861,1.17847,1.17848,54,7,0,1.17868,0.00019999999999997797,0.00016971013508924884,1,1.1784633333333332,1.1784847499999997,,0,1.17848,0.0,0.0
2020-10-05 19:03:00,1601924580,1.17847,1.17848,1.17836,1.17839,44,7,0,1.17874,0.00034999999999985043,0.0002970154193432144,1,1.1784866666666667,1.1784789999999998,,0,1.17841,0.0,0.0
2020-10-05 19:04:00,1601924640,1.17838,1.17852,1.17838,1.17852,65,7,0,1.17868,0.00015999999999993797,0.00013576349998297693,1,1.1785166666666667,1.1784809999999997,,0,1.1783299999999999,0.0,0.0
2020-10-05 19:05:00,1601924700,1.17853,1.17858,1.17853,1.17855,21,7,0,1.17871,0.00015999999999993797,0.00013576004412196171,1,1.17847,1.1784854999999996,,0,1.17828,0.0,0.0
2020-10-05 19:06:00,1601924760,1.17856,1.17858,1.17847,1.17848,40,7,0,1.17854,5.999999999994898e-05,5.091304052673697e-05,1,1.1784400000000002,1.1784877499999997,,0,1.17827,0.0,0.0
2020-10-05 19:07:00,1601924820,1.17848,1.17848,1.17836,1.17838,39,7,0,1.17848,9.999999999998899e-05,8.486226853815322e-05,1,1.17844,1.1784897499999996,,0,1.17827,0.0,0.0
2020-10-05 19:08:00,1601924880,1.17838,1.1785,1.17838,1.17846,72,7,0,1.17841,-5.0000000000105516e-05,-4.24282538228752e-05,-1,1.1785066666666666,1.1784914999999996,,0,1.17847,0.0,0.0
2020-10-05 19:09:00,1601924940,1.17846,1.17849,1.17842,1.17848,30,7,0,1.1783299999999999,-0.0001500000000000945,-0.00012728260131703083,-1,1.1785466666666666,1.1784939999999997,,0,1.17854,0.0,0.0
2020-10-05 19:10:00,1601925000,1.17849,1.1786,1.17848,1.17858,42,7,0,1.17828,-0.00029999999999996696,-0.00025454360331922057,-1,1.1786133333333333,1.1785014999999996,,0,1.17861,0.0,0.0
2020-10-05 19:11:00,1601925060,1.17858,1.1786,1.1785700000000001,1.17858,8,7,0,1.17827,-0.00031000000000003247,-0.00026302839009658443,-1,1.1786666666666668,1.1785052499999995,,0,1.17876,0.0,0.0
2020-10-05 19:12:00,1601925120,1.1785700000000001,1.17869,1.17856,1.17868,39,7,0,1.17827,-0.00041000000000002146,-0.0003478467438151334,-1,1.1786999999999999,1.1785084999999995,,0,1.17874,0.0,0.0
2020-10-05 19:13:00,1601925180,1.17868,1.17876,1.1786699999999999,1.17874,50,7,0,1.17847,-0.00026999999999999247,-0.00022905814683474938,-1,1.17871,1.1785127499999994,,0,1.17858,0.0,0.0
